company_id,company_name,industry,date,a_ticker,h_ticker,a_close,h_close,fx_cnh_per_hkd,a_premium_pct,premium_change_pp,change_z,premium_percentile,comparability_score,comparability_label,analysis_status,comparability_reasons,a_contribution_pp,h_contribution_pp,fx_contribution_pp,data_source,industry_common_change_pp,company_residual_pp,driver_market,severity_score,anomaly_level
AH_601808_02883,中海油服,能源电力,2026-08-05,601808.SS,02883.HK,10.655218289633966,8.492144311269886,0.9129743814323732,37.43153412370697,0.9874507792540612,0.612987523399839,0.9523809523809523,100,高,可分析,未发现明显机械价格问题,-0.697589232505924,1.618296353925042,0.06674365783494333,demo_full_universe,0.104199264083352,0.8832515151707092,H股,40.8,低
AH_002202_02208,金风科技,科技电子,2026-08-05,002202.SZ,02208.HK,69.22711255758315,39.559719950737566,0.9129743814323732,91.67453486643258,-0.9497974481388951,-0.681569332785402,0.9087301587301587,100,高,可分析,未发现明显机械价格问题,1.0052889636547941,-2.0487403537845217,0.09365394199083237,demo_full_universe,0.3104103425384608,-1.2602077906773559,H股,40.7,低
AH_300750_03750,宁德时代,综合,2026-08-05,300750.SZ,03750.HK,67.65390060137281,46.96273073504808,0.9129743814323732,57.79052022435616,-2.146438153314236,-1.4101665877820215,0.3055555555555556,100,高,可分析,未发现明显机械价格问题,-0.6802056266991082,-1.5436617919089837,0.07742926529385603,demo_full_universe,-0.005874849677844907,-2.140563303636391,H股,40.7,低
AH_601991_00991,大唐发电,能源电力,2026-08-05,601991.SS,00991.HK,60.13844835760656,40.24526693270674,0.9129743814323732,63.673667971658034,1.313523182103964,0.5367092354226884,0.9404761904761905,100,高,可分析,未发现明显机械价格问题,-0.2947870167278725,1.5288561372743683,0.079454061557468,demo_full_universe,0.104199264083352,1.209323918020612,H股,40.7,低
AH_600938_00883,中国海油,能源电力,2026-08-05,600938.SS,00883.HK,46.14936778548757,37.26855227561431,0.9129743814323732,35.63277336150827,-1.2398569968735274,-0.8755418969242937,0.8611111111111112,100,高,可分析,未发现明显机械价格问题,-1.0336887755977042,-0.2725772548532331,0.06640903357741006,demo_full_universe,0.104199264083352,-1.3440562609568794,A股,40.6,低
AH_601898_01898,中煤能源,能源电力,2026-08-05,601898.SS,01898.HK,34.90830744268623,22.944057448271305,0.9129743814323732,66.6479515525754,-0.506307968988807,-0.5043842500921503,0.9920634920634921,100,高,可分析,未发现明显机械价格问题,-1.8619094635923308,1.2742532486724112,0.08134824593111271,demo_full_universe,0.104199264083352,-0.610507233072159,A股,40.6,低
AH_600660_03606,福耀玻璃,有色与材料,2026-08-05,600660.SS,03606.HK,37.019834643585,28.969519677574347,0.9129743814323732,39.96987954347237,-0.6068040928863638,-0.6727875418965285,0.9166666666666666,100,高,可分析,未发现明显机械价格问题,-1.4641545477482119,0.7889810043247181,0.06836945053712995,demo_full_universe,0.40595596080414964,-1.0127600536905135,A股,40.2,低
AH_601868_03996,中国能建,建筑工程,2026-08-05,601868.SS,03996.HK,41.41168886847333,32.16264446494402,0.9129743814323732,41.03035572232192,1.2964269093673764,0.7377378988530136,0.9801587301587301,100,高,可分析,未发现明显机械价格问题,-1.7188501738510122,2.9468524255188924,0.06842465769949631,demo_full_universe,1.2964269093673764,0.0,H股,40.1,低
AH_688234_02631,天岳先进,综合,2026-08-05,688234.SS,02631.HK,59.41159075055123,41.9447794041806,0.9129743814323732,55.1438894351425,1.0958921264572865,0.48234306946361816,0.9444444444444444,100,高,可分析,未发现明显机械价格问题,0.21139847258992125,0.8091442440863487,0.07534940978101663,demo_full_universe,-0.005874849677844907,1.1017669761351314,H股,40.1,低
AH_601330_01330,绿色动力,综合,2026-08-05,601330.SS,01330.HK,22.993827110714697,16.6882772483973,0.9129743814323732,50.91804274597398,1.5035519455681268,0.8340688909786703,0.8373015873015873,100,高,可分析,未发现明显机械价格问题,-0.9599922662876352,2.390352505205275,0.07319170665048702,demo_full_universe,-0.005874849677844907,1.5094267952459717,H股,39.9,低
AH_601919_01919,中远海控,交通运输,2026-08-05,601919.SS,01919.HK,41.40542885495117,20.620223815206355,0.9129743814323732,119.94055729397819,1.334155786074703,0.3004919748491135,0.9603174603174603,100,高,可分析,未发现明显机械价格问题,1.6841942741736677,-0.4569118813824555,0.10687339328349073,demo_full_universe,0.011917869902092093,1.322237916172611,A股,39.9,低
AH_603345_02648,安井食品,消费,2026-08-05,603345.SS,02648.HK,32.0933401991817,17.203511684805285,0.9129743814323732,104.33333430340683,0.9355447316684717,0.23070550003997561,0.9880952380952381,100,高,可分析,未发现明显机械价格问题,1.7264366580598889,-0.8902559013539673,0.09936397496255012,demo_full_universe,-0.11753509257742678,1.0530798242458985,A股,39.7,低
AH_600016_01988,民生银行,银行,2026-08-05,600016.SS,01988.HK,10.171079061466502,5.173604022192172,0.9129743814323732,115.33531175276441,-0.7103404265277646,-0.5523266947391752,0.9880952380952381,100,高,可分析,未发现明显机械价格问题,-3.199025613709589,2.383555427355693,0.10512975982613189,demo_full_universe,-0.504429496890964,-0.2059109296368007,A股,39.6,低
AH_603259_02359,药明康德,医药医疗,2026-08-05,603259.SS,02359.HK,103.12588951558944,64.87006699073422,0.9129743814323732,74.12645965128249,1.0505258447180381,0.4440685767947003,0.9603174603174603,100,高,可分析,未发现明显机械价格问题,-0.3609848942028459,1.3268979131760734,0.08461282574481051,demo_full_universe,0.23563111295013428,0.8148947317679038,H股,39.5,低
AH_000166_06806,申万宏源,证券与金融,2026-08-05,000166.SZ,06806.HK,60.54660130436004,36.48808450952741,0.9129743814323732,81.7523828762702,-0.9772081202322767,-0.5970740964882894,0.8849206349206349,100,高,可分析,未发现明显机械价格问题,-0.6036114582902078,-0.4624202654753849,0.08882360353331602,demo_full_universe,0.34817525856095166,-1.3253833787932283,A股,39.3,低
AH_688180_01877,君实生物-U,医药医疗,2026-08-05,688180.SS,01877.HK,61.89187632296336,31.31155293670136,0.9129743814323732,116.50625620304677,-0.4504694569080385,-0.377730048077773,0.9722222222222222,100,高,可分析,未发现明显机械价格问题,-0.2944279323365251,-0.2616757528932965,0.10563422832178304,demo_full_universe,0.23563111295013428,-0.6861005698581728,A股,39.1,低
AH_601800_01800,中国交建,交通运输,2026-08-05,601800.SS,01800.HK,9.78762296679337,5.74125311135995,0.9129743814323732,86.72907524286325,0.6710657453886455,0.26748602644116487,0.996031746031746,100,高,可分析,未发现明显机械价格问题,-0.6584603800860075,1.2386781978167225,0.09084792765793044,demo_full_universe,0.011917869902092093,0.6591478754865534,H股,39.0,低
AH_605499_09980,东鹏饮料,消费,2026-08-05,605499.SS,09980.HK,93.15427997949246,41.83479934716341,0.9129743814323732,143.8970412763227,1.3032129253745381,0.3914869754214972,0.9087301587301587,100,高,可分析,未发现明显机械价格问题,1.1034652483009684,0.08119074311406867,0.11855693395950102,demo_full_universe,-0.11753509257742678,1.420748017951965,A股,38.9,低
AH_300347_03347,泰格医药,医药医疗,2026-08-05,300347.SZ,03347.HK,27.17157169056458,19.80301452199052,0.9129743814323732,50.288193104398495,0.9806493463844888,0.48392523500077594,0.9404761904761905,100,高,可分析,未发现明显机械价格问题,-0.36983907882910216,1.277477228770774,0.07301119644281684,demo_full_universe,0.23563111295013428,0.7450182334343545,H股,38.8,低
AH_300077_02701,国民技术,综合,2026-08-05,300077.SZ,02701.HK,25.164550048097095,14.35554155397179,0.9129743814323732,92.00431886586722,-0.47713947639944365,-0.39407837921854433,0.9761904761904762,100,高,可分析,未发现明显机械价格问题,-0.5068522705974061,-0.0639857850001988,0.09369857919816127,demo_full_universe,-0.005874849677844907,-0.47126462672159875,A股,38.7,低
AH_603341_09611,龙旗科技,科技电子,2026-08-05,603341.SS,09611.HK,36.5212291448093,24.0458131677531,0.9129743814323732,66.35939259455425,-0.45935419645340403,-0.45301317237046784,0.9404761904761905,100,高,可分析,未发现明显机械价格问题,0.24423349317694232,-0.7847827862493943,0.081195096619048,demo_full_universe,0.3104103425384608,-0.7697645389918648,H股,38.6,低
AH_002803_02603,吉宏股份,综合,2026-08-05,002803.SZ,02603.HK,10.653406888146272,5.694263297739448,0.9129743814323732,104.92378962429632,0.989450300040545,0.40775127952168805,0.9285714285714286,100,高,可分析,未发现明显机械价格问题,-0.3961482279704048,1.2859603169194311,0.09963821109151876,demo_full_universe,-0.005874849677844907,0.9953251497183899,H股,38.5,低
AH_000157_01157,中联重科,汽车与装备,2026-08-05,000157.SZ,01157.HK,48.97348732894458,26.315465866544734,0.9129743814323732,103.84092274519676,1.2461910445593674,0.3986731572961925,0.9484126984126984,100,高,可分析,未发现明显机械价格问题,-0.7021927222484715,1.8493356074421616,0.0990481593656772,demo_full_universe,0.5243703677028932,0.7218206768564741,H股,38.4,低
AH_002936_06196,郑州银行,银行,2026-08-05,002936.SZ,06196.HK,59.982710503583895,33.24566110831346,0.9129743814323732,97.62074040222264,-0.04111263030726775,-0.28707899693488387,0.9841269841269841,100,高,可分析,未发现明显机械价格问题,-1.501970688733503,1.364527482348355,0.09633057607787994,demo_full_universe,-0.504429496890964,0.4633168665836962,A股,38.1,低
AH_300919_02579,中伟新材,有色与材料,2026-08-05,300919.SZ,02579.HK,42.19810348199792,21.944866376680533,0.9129743814323732,110.6208692977622,-0.596112158652673,-0.4130198864286799,0.9166666666666666,100,高,可分析,未发现明显机械价格问题,0.6947901352381033,-1.3937039069527064,0.10280161306193018,demo_full_universe,0.40595596080414964,-1.0020681194568226,H股,38.1,低
AH_000002_02202,万科Ａ,房地产与公用,2026-08-05,000002.SZ,02202.HK,4.544627808212186,2.9676670175592466,0.9129743814323732,67.73533499941966,-0.060143131808302996,-0.20093625301421625,0.996031746031746,100,高,可分析,未发现明显机械价格问题,-0.006049281236599313,-0.13586217242323073,0.08176832185152705,demo_full_universe,0.44458534191284116,-0.5047284737211442,H股,38.0,低
AH_600362_00358,江西铜业,有色与材料,2026-08-05,600362.SS,00358.HK,31.757799156757283,15.253354627920446,0.9129743814323732,128.0480900484098,0.9380665816679823,0.1644752325744915,1.0,100,高,可分析,未发现明显机械价格问题,-0.3960190113526778,1.2231641767474528,0.11092141627320729,demo_full_universe,0.40595596080414964,0.5321106208638327,H股,38.0,低
AH_601688_06886,华泰证券,证券与金融,2026-08-05,601688.SS,06886.HK,65.29895230906186,44.1703852364066,0.9129743814323732,61.92594307070376,1.0903491260531482,0.42721965617927443,0.9325396825396826,100,高,可分析,未发现明显机械价格问题,0.8015867464096189,0.21010606251607555,0.07865631712745369,demo_full_universe,0.34817525856095166,0.7421738674921965,A股,38.0,低
AH_601899_02899,紫金矿业,综合,2026-08-05,601899.SS,02899.HK,35.55435545505352,22.176239615100755,0.9129743814323732,75.60881539275826,0.8965002077663797,0.3306445398381189,0.9365079365079365,100,高,可分析,未发现明显机械价格问题,-0.4030055657689336,1.2141329046436933,0.08537286889162014,demo_full_universe,-0.005874849677844907,0.9023750574442246,H股,37.9,低
AH_601717_00564,中创智领,综合,2026-08-05,601717.SS,00564.HK,58.95528714173644,38.07454277575055,0.9129743814323732,69.60141489833751,-0.7017727217341729,-0.4745538958690546,0.9206349206349206,100,高,可分析,未发现明显机械价格问题,0.006135070619627925,-0.7907420404560952,0.08283424810229434,demo_full_universe,-0.005874849677844907,-0.695897872056328,H股,37.8,低
AH_601618_01618,中国中冶,建筑工程,2026-08-05,601618.SS,01618.HK,41.70201825073672,29.0449056219242,0.9129743814323732,57.26370868111903,0.16795433011817806,-0.07463313375245115,0.9642857142857143,100,高,可分析,未发现明显机械价格问题,-1.7313639215228669,1.8227077359571844,0.07661051568386057,demo_full_universe,1.2964269093673764,-1.1284725792491983,H股,37.7,低
AH_688331_09995,荣昌生物,医药医疗,2026-08-05,688331.SS,09995.HK,29.465572475391586,24.798613125796837,0.9129743814323732,30.14542282647017,-0.4593087191941301,-0.4369709884037547,0.9246031746031746,100,高,可分析,未发现明显机械价格问题,-0.9153331386259372,0.3924797757205602,0.06354464371124695,demo_full_universe,0.23563111295013428,-0.6949398321442644,A股,37.7,低
AH_600875_01072,东方电气,汽车与装备,2026-08-05,600875.SS,01072.HK,34.582430622066695,20.886821466345825,0.9129743814323732,81.35292668167502,0.869330000268576,0.2517860384424051,0.9880952380952381,100,高,可分析,未发现明显机械价格问题,-0.6980206857457342,1.479171296167242,0.08817938984706804,demo_full_universe,0.5243703677028932,0.34495963256568274,H股,37.6,低
AH_300308_03308,中际旭创,科技电子,2026-08-05,300308.SZ,03308.HK,20.540917266710466,13.095844891625358,0.9129743814323732,71.80180391325561,-0.7004084230598124,-0.4540926156877995,0.8928571428571429,100,高,可分析,未发现明显机械价格问题,-1.1349107088507868,0.3505957222962787,0.08390656349469576,demo_full_universe,0.3104103425384608,-1.0108187655982732,A股,37.5,低
